 order_id, customer_id, order_date, order_status
872,543,24-11-2025,Delivered
873,527,10-04-2025,Returned
874,188,18-02-2025,Cancelled
875,771,27-03-2025,Cancelled
876,331,11-06-2025,Returned
877,820,04-06-2025,Delivered
878,702,24-12-2025,Returned
879,372,19-02-2025,Cancelled
880,594,30-06-2025,Delivered
881,14,12-03-2025,Cancelled
882,289,10-07-2025,Delivered
883,422,24-06-2025,Delivered
884,105,22-04-2025,Delivered
885,516,24-04-2025,Delivered
886,815,14-10-2025,Cancelled
887,707,27-09-2025,Cancelled
888,730,10-10-2025,Returned
889,775,28-02-2025,Delivered
890,472,09-02-2025,Delivered
891,839,09-03-2025,Delivered
892,492,28-06-2025,Delivered
893,708,05-07-2025,Delivered
894,837,15-08-2025,Cancelled
895,536,25-06-2025,Delivered
896,727,05-06-2025,Delivered
897,763,02-03-2025,Delivered
898,132,22-12-2025,Delivered
899,705,27-04-2025,Delivered
900,129,18-04-2025,Delivered
901,81,06-08-2025,Returned
902,782,27-02-2025,Delivered
903,20,05-09-2025,Delivered
904,44,11-04-2025,Delivered
905,34,04-12-2025,Cancelled
906,608,31-01-2025,Delivered
907,122,10-05-2025,Delivered
908,68,04-06-2025,Returned
909,11,19-02-2025,Delivered
910,943,05-11-2025,Delivered
911,602,13-04-2025,Delivered
912,687,29-06-2025,Delivered
913,93,16-03-2025,Returned
914,965,23-05-2025,Cancelled
915,357,30-06-2025,Delivered
916,876,14-09-2025,Returned
917,628,04-05-2025,Cancelled
918,584,04-02-2025,Delivered
919,840,24-10-2025,Delivered
920,542,22-04-2025,Returned
921,197,25-05-2025,Delivered
922,924,03-10-2025,Delivered
923,997,20-02-2025,Delivered
924,943,16-09-2025,Returned
925,487,07-07-2025,Returned
926,604,05-04-2025,Delivered
927,690,24-02-2025,Delivered
928,855,01-07-2025,Delivered
929,435,20-04-2025,Cancelled
930,234,28-07-2025,Delivered
931,780,10-06-2025,Delivered
932,478,26-02-2025,Cancelled
933,140,11-09-2025,Delivered
934,722,28-05-2025,Cancelled
935,740,21-01-2025,Delivered
936,336,10-09-2025,Delivered
937,395,26-05-2025,Delivered
938,615,09-06-2025,Returned
939,1000,16-08-2025,Delivered
940,568,28-07-2025,Delivered
941,876,08-08-2025,Delivered
942,878,05-02-2025,Delivered
943,962,14-12-2025,Delivered
944,184,07-01-2025,Returned
945,504,11-12-2025,Delivered
946,406,13-08-2025,Cancelled
947,675,13-12-2025,Delivered
948,123,15-03-2025,Delivered
949,411,22-12-2025,Cancelled
950,105,28-03-2025,Delivered
951,373,12-04-2025,Delivered
952,206,01-11-2025,Delivered
953,126,30-04-2025,Delivered
954,743,13-09-2025,Delivered
955,784,25-10-2025,Cancelled
956,280,26-11-2025,Delivered
957,365,01-09-2025,Returned
958,618,27-07-2025,Delivered
959,524,23-05-2025,Delivered
960,787,21-08-2025,Delivered
961,126,09-05-2025,Delivered
962,510,29-04-2025,Returned
963,966,10-03-2025,Delivered
964,102,28-01-2025,Delivered
965,511,14-12-2025,Delivered
966,996,02-04-2025,Delivered
967,620,14-12-2025,Delivered
968,157,05-06-2025,Cancelled
969,639,19-02-2025,Delivered
970,677,24-09-2025,Delivered
971,812,27-08-2025,Delivered
972,301,05-12-2025,Delivered
973,503,16-09-2025,Delivered
974,556,25-06-2025,Cancelled
975,560,10-01-2025,Delivered
976,441,02-03-2025,Delivered
977,461,11-06-2025,Delivered
978,454,24-08-2025,Delivered
979,34,01-04-2025,Cancelled
980,676,05-06-2025,Returned
981,169,09-09-2025,Delivered
982,138,09-06-2025,Returned
983,399,07-09-2025,Delivered
984,583,12-12-2025,Delivered
985,676,11-10-2025,Returned
986,553,20-10-2025,Delivered
987,488,15-10-2025,Delivered
988,519,29-01-2025,Delivered
989,270,11-09-2025,Cancelled
990,995,13-07-2025,Cancelled
991,693,30-06-2025,Delivered
992,329,01-02-2025,Delivered
993,605,24-01-2025,Delivered
994,858,07-07-2025,Delivered
995,829,26-10-2025,Delivered
996,784,17-11-2025,Delivered
997,390,19-02-2025,Delivered
998,354,02-07-2025,Delivered
999,360,29-01-2025,Returned
1000,251,07-05-2025,Delivered
1001,664,09-06-2025,Cancelled
1002,87,19-12-2025,Delivered
1003,890,06-06-2025,Delivered
1004,346,28-03-2025,Delivered
1005,552,16-06-2025,Delivered
1006,472,03-12-2025,Delivered
1007,582,21-09-2025,Delivered
1008,274,11-01-2025,Returned
1009,481,29-10-2025,Delivered
1010,325,13-07-2025,Cancelled
1011,400,15-06-2025,Cancelled
1012,101,08-09-2025,Delivered
1013,708,12-12-2025,Delivered
1014,345,12-09-2025,Cancelled
1015,831,08-12-2025,Delivered
1016,171,11-11-2025,Delivered
1017,373,12-08-2025,Delivered
1018,509,22-11-2025,Delivered
1019,861,02-10-2025,Delivered
1020,295,16-05-2025,Delivered
1021,305,21-10-2025,Delivered
1022,824,26-04-2025,Cancelled
1023,761,17-02-2025,Returned
1024,865,24-10-2025,Delivered
1025,607,22-06-2025,Delivered
1026,69,18-10-2025,Cancelled
1027,487,07-08-2025,Delivered
1028,356,09-02-2025,Returned
1029,844,04-06-2025,Cancelled
1030,824,03-06-2025,Delivered
1031,680,04-10-2025,Delivered
1032,205,01-08-2025,Delivered
1033,258,16-11-2025,Cancelled
1034,465,10-12-2025,Cancelled
1035,185,10-01-2025,Returned
1036,721,22-09-2025,Delivered
1037,591,13-09-2025,Delivered
1038,677,28-08-2025,Delivered
1039,960,23-11-2025,Cancelled
1040,829,11-11-2025,Delivered
1041,958,17-10-2025,Returned
1042,642,31-01-2025,Cancelled
1043,206,06-07-2025,Delivered
1044,152,04-05-2025,Delivered
1045,765,17-12-2025,Delivered
1046,865,11-08-2025,Delivered
1047,327,02-02-2025,Returned
1048,209,31-07-2025,Delivered
1049,844,27-05-2025,Returned
1050,165,12-05-2025,Returned
1051,616,01-05-2025,Delivered
1052,245,28-02-2025,Delivered
1053,197,15-01-2025,Delivered
1054,817,08-06-2025,Delivered
1055,498,14-10-2025,Delivered
1056,433,28-11-2025,Delivered
1057,207,23-03-2025,Delivered
1058,140,15-01-2025,Delivered
1059,809,23-05-2025,Returned
1060,564,01-04-2025,Returned
1061,873,22-01-2025,Returned
1062,498,11-01-2025,Delivered
1063,881,12-02-2025,Delivered
1064,617,02-06-2025,Delivered
1065,923,28-07-2025,Delivered
1066,688,03-12-2025,Delivered
1067,407,13-03-2025,Delivered
1068,115,20-10-2025,Returned
1069,513,03-03-2025,Cancelled
1070,681,25-10-2025,Cancelled
1071,258,12-09-2025,Delivered
1072,244,04-11-2025,Delivered
1073,792,10-06-2025,Delivered
1074,853,27-10-2025,Returned
1075,400,01-05-2025,Delivered
1076,224,15-03-2025,Delivered
1077,180,20-04-2025,Delivered
1078,451,29-07-2025,Delivered
1079,884,29-10-2025,Delivered
1080,503,01-10-2025,Delivered
1081,717,27-02-2025,Delivered
1082,559,05-08-2025,Delivered
1083,700,07-05-2025,Delivered
1084,901,16-03-2025,Delivered
1085,487,08-07-2025,Delivered
1086,22,27-11-2025,Cancelled
1087,36,06-12-2025,Delivered
1088,708,10-12-2025,Delivered
1089,260,10-10-2025,Delivered
1090,317,24-11-2025,Returned
1091,372,17-12-2025,Delivered
1092,548,02-05-2025,Delivered
1093,398,05-01-2025,Delivered
1094,950,11-05-2025,Delivered
1095,93,01-05-2025,Delivered
1096,216,24-03-2025,Delivered
1097,647,12-06-2025,Returned
1098,417,18-01-2025,Delivered
1099,888,11-02-2025,Delivered
1100,483,31-07-2025,Delivered
1101,735,05-08-2025,Delivered
1102,845,24-03-2025,Returned
1103,268,17-09-2025,Delivered
1104,361,04-08-2025,Cancelled
1105,747,08-10-2025,Returned
1106,335,21-08-2025,Returned
1107,29,27-01-2025,Returned
1108,657,05-04-2025,Returned
1109,455,25-11-2025,Delivered
1110,4,25-07-2025,Delivered
1111,644,06-06-2025,Delivered
1112,590,12-02-2025,Delivered
1113,162,08-05-2025,Cancelled
1114,731,29-11-2025,Delivered
1115,868,01-11-2025,Returned
1116,421,13-06-2025,Delivered
1117,490,10-03-2025,Delivered
1118,178,18-12-2025,Cancelled
1119,847,17-06-2025,Delivered
1120,204,13-02-2025,Delivered
1121,377,04-04-2025,Delivered
1122,898,13-07-2025,Cancelled
1123,230,11-01-2025,Delivered
1124,946,13-10-2025,Returned
1125,627,17-11-2025,Delivered
1126,929,15-02-2025,Delivered
1127,204,15-05-2025,Returned
1128,873,28-03-2025,Delivered
1129,411,13-11-2025,Delivered
1130,615,14-05-2025,Delivered
1131,92,08-07-2025,Delivered
1132,970,18-10-2025,Delivered
1133,15,27-09-2025,Delivered
1134,792,21-08-2025,Returned
1135,507,02-03-2025,Delivered
1136,731,15-04-2025,Delivered
1137,969,17-05-2025,Delivered
1138,765,11-09-2025,Delivered
1139,134,09-08-2025,Delivered
1140,615,21-04-2025,Delivered
1141,745,13-12-2025,Delivered
1142,429,03-04-2025,Delivered
1143,812,16-03-2025,Delivered
1144,298,15-05-2025,Delivered
1145,633,19-08-2025,Delivered
1146,379,26-10-2025,Returned
1147,663,23-08-2025,Delivered
1148,11,29-08-2025,Delivered
1149,893,15-06-2025,Returned
1150,408,18-12-2025,Delivered
1151,731,16-07-2025,Returned
1152,434,02-11-2025,Delivered
1153,75,18-02-2025,Cancelled
1154,61,27-01-2025,Delivered
1155,954,01-05-2025,Delivered
1156,931,01-07-2025,Cancelled
1157,962,10-12-2025,Cancelled
1158,727,24-01-2025,Delivered
1159,260,16-09-2025,Cancelled
1160,391,04-06-2025,Delivered
1161,688,09-07-2025,Delivered
1162,992,14-10-2025,Delivered
1163,595,02-04-2025,Delivered
1164,174,15-09-2025,Delivered
1165,953,23-06-2025,Delivered
1166,136,15-02-2025,Delivered
1167,728,29-09-2025,Delivered
1168,146,14-05-2025,Delivered
1169,321,23-01-2025,Delivered
1170,512,24-05-2025,Returned
1171,370,09-08-2025,Delivered
1172,925,15-05-2025,Cancelled
1173,850,16-05-2025,Cancelled
1174,321,12-08-2025,Delivered
1175,324,09-09-2025,Delivered
1176,570,03-12-2025,Returned
1177,818,14-08-2025,Delivered
1178,194,18-03-2025,Delivered
1179,236,04-04-2025,Delivered
1180,482,14-05-2025,Delivered
1181,723,28-08-2025,Delivered
1182,119,11-09-2025,Delivered
1183,453,02-07-2025,Returned
1184,575,06-09-2025,Delivered
1185,505,27-02-2025,Returned
1186,888,17-03-2025,Delivered
1187,358,17-02-2025,Delivered
1188,890,26-05-2025,Delivered
1189,855,28-03-2025,Returned
1190,521,20-05-2025,Cancelled
1191,913,06-12-2025,Cancelled
1192,218,26-10-2025,Delivered
1193,539,20-10-2025,Delivered
1194,427,09-02-2025,Delivered
1195,787,13-09-2025,Returned
1196,97,18-06-2025,Delivered
1197,292,15-12-2025,Returned
1198,125,21-07-2025,Delivered
1199,605,24-02-2025,Delivered
1200,158,15-01-2025,Delivered
1201,472,29-12-2025,Returned
1202,492,21-08-2025,Returned
1203,979,18-05-2025,Cancelled
1204,674,03-01-2025,Delivered
1205,994,23-01-2025,Returned
1206,638,20-08-2025,Delivered
1207,971,19-10-2025,Delivered
1208,217,25-01-2025,Returned
1209,290,15-06-2025,Delivered
1210,762,06-02-2025,Cancelled
1211,975,05-11-2025,Delivered
1212,95,24-07-2025,Delivered
1213,183,03-05-2025,Delivered
1214,92,11-01-2025,Delivered
1215,167,18-07-2025,Delivered
1216,292,28-11-2025,Returned
1217,158,03-03-2025,Delivered
1218,503,10-08-2025,Returned
1219,826,08-06-2025,Returned
1220,618,09-03-2025,Delivered
1221,682,19-02-2025,Delivered
1222,525,13-04-2025,Delivered
1223,457,18-07-2025,Delivered
1224,275,16-10-2025,Cancelled
1225,434,16-02-2025,Delivered
1226,831,08-07-2025,Cancelled
1227,191,11-08-2025,Returned
1228,437,17-02-2025,Delivered
1229,526,24-06-2025,Delivered
1230,693,25-04-2025,Returned
1231,703,21-03-2025,Delivered
1232,540,19-11-2025,Returned
1233,538,12-02-2025,Delivered
1234,480,12-08-2025,Delivered
1235,929,02-09-2025,Delivered
1236,153,07-03-2025,Returned
1237,925,03-06-2025,Delivered
1238,536,07-08-2025,Delivered
1239,583,25-01-2025,Cancelled
1240,79,24-01-2025,Cancelled
1241,111,19-09-2025,Delivered
1242,423,18-02-2025,Delivered
1243,677,19-10-2025,Delivered
1244,364,11-05-2025,Cancelled
1245,84,15-09-2025,Delivered
1246,117,05-12-2025,Delivered
1247,184,04-04-2025,Delivered
1248,47,12-02-2025,Delivered
1249,898,27-12-2025,Delivered
1250,322,28-10-2025,Returned
1251,466,10-12-2025,Delivered
1252,639,16-05-2025,Delivered
1253,990,06-04-2025,Delivered
1254,190,10-02-2025,Returned
1255,619,13-05-2025,Returned
1256,109,11-08-2025,Cancelled
1257,19,03-01-2025,Delivered
1258,120,07-01-2025,Delivered
1259,672,02-09-2025,Delivered
1260,709,27-07-2025,Returned
1261,989,05-11-2025,Returned
1262,499,05-06-2025,Cancelled
1263,833,12-11-2025,Delivered
1264,708,11-12-2025,Returned
1265,692,22-07-2025,Delivered
1266,90,06-03-2025,Delivered
1267,15,08-04-2025,Delivered
1268,836,09-01-2025,Returned
1269,994,07-04-2025,Delivered
1270,215,04-09-2025,Returned
1271,149,29-11-2025,Delivered
1272,447,17-11-2025,Cancelled
1273,196,14-02-2025,Delivered
1274,789,26-08-2025,Delivered
1275,486,05-08-2025,Delivered
1276,120,27-03-2025,Delivered
1277,757,26-12-2025,Delivered
1278,987,06-09-2025,Delivered
1279,21,19-08-2025,Cancelled
1280,249,14-04-2025,Delivered
1281,584,20-07-2025,Delivered
1282,342,05-01-2025,Delivered
1283,646,10-08-2025,Delivered
1284,869,11-09-2025,Returned
1285,593,02-11-2025,Returned
1286,568,29-05-2025,Delivered
1287,500,24-07-2025,Delivered
1288,526,30-10-2025,Returned
1289,627,14-12-2025,Delivered
1290,238,01-02-2025,Cancelled
1291,20,05-08-2025,Cancelled
1292,324,11-10-2025,Delivered
1293,275,28-11-2025,Delivered
1294,911,31-08-2025,Delivered
1295,507,15-11-2025,Returned
1296,356,18-08-2025,Returned
1297,447,11-01-2025,Delivered
1298,295,09-04-2025,Delivered
1299,353,13-08-2025,Delivered
1300,520,23-04-2025,Cancelled
1301,931,17-12-2025,Delivered
1302,944,05-11-2025,Returned
1303,673,28-08-2025,Delivered
1304,905,31-05-2025,Returned
1305,729,19-07-2025,Delivered
1306,854,11-12-2025,Returned
1307,753,04-07-2025,Delivered
1308,819,24-03-2025,Cancelled
1309,213,25-05-2025,Returned
1310,768,14-02-2025,Returned
1311,495,08-03-2025,Delivered
1312,205,22-03-2025,Cancelled
1313,504,21-02-2025,Delivered
1314,966,10-09-2025,Delivered
1315,241,18-04-2025,Cancelled
1316,49,10-01-2025,Delivered
1317,903,14-05-2025,Delivered
1318,694,23-03-2025,Delivered
1319,848,15-09-2025,Delivered
1320,827,02-02-2025,Delivered
1321,441,28-02-2025,Cancelled
1322,233,03-03-2025,Cancelled
1323,230,07-09-2025,Delivered
1324,349,01-07-2025,Delivered
1325,789,13-10-2025,Delivered
1326,918,19-03-2025,Returned
1327,895,21-09-2025,Cancelled
1328,686,23-02-2025,Returned
1329,52,13-08-2025,Delivered
1330,986,26-02-2025,Delivered
1331,801,09-11-2025,Cancelled
1332,801,22-02-2025,Cancelled
1333,43,17-09-2025,Delivered
1334,172,19-11-2025,Delivered
1335,892,16-04-2025,Delivered
1336,161,30-05-2025,Returned
1337,453,17-09-2025,Delivered
1338,751,20-02-2025,Delivered
1339,663,06-07-2025,Delivered
1340,839,12-03-2025,Delivered
1341,869,14-04-2025,Delivered
1342,993,01-08-2025,Delivered
1343,252,31-08-2025,Delivered
1344,294,16-09-2025,Delivered
1345,88,17-05-2025,Delivered
1346,733,01-08-2025,Delivered
1347,645,07-12-2025,Delivered
1348,156,29-09-2025,Delivered
1349,807,27-04-2025,Delivered
1350,822,08-08-2025,Delivered
1351,941,29-07-2025,Delivered
1352,975,22-09-2025,Returned
1353,371,16-01-2025,Delivered
1354,150,06-01-2025,Returned
1355,826,22-09-2025,Delivered
1356,87,23-06-2025,Delivered
1357,412,26-03-2025,Delivered
1358,63,21-07-2025,Delivered
1359,677,25-11-2025,Delivered
1360,925,22-10-2025,Delivered
1361,647,05-12-2025,Cancelled
1362,997,01-06-2025,Delivered
1363,412,15-12-2025,Returned
1364,567,05-06-2025,Returned
1365,761,10-06-2025,Delivered
1366,9,24-05-2025,Cancelled
1367,626,17-03-2025,Returned
1368,414,17-08-2025,Returned
1369,211,06-10-2025,Cancelled
1370,808,13-11-2025,Returned
1371,453,24-12-2025,Delivered
1372,909,29-11-2025,Delivered
1373,795,12-04-2025,Delivered
1374,87,19-01-2025,Cancelled
1375,343,19-07-2025,Returned
1376,737,06-03-2025,Cancelled
1377,554,26-05-2025,Delivered
1378,96,19-09-2025,Cancelled
1379,320,24-09-2025,Delivered
1380,776,22-11-2025,Delivered
1381,24,15-01-2025,Cancelled
1382,607,13-05-2025,Delivered
1383,853,05-06-2025,Returned
1384,433,16-09-2025,Delivered
1385,750,31-01-2025,Delivered
1386,266,18-11-2025,Cancelled
1387,363,05-03-2025,Delivered
1388,775,30-11-2025,Delivered
1389,460,02-06-2025,Cancelled
1390,755,03-01-2025,Delivered
1391,348,01-05-2025,Returned
1392,596,17-10-2025,Returned
1393,916,18-11-2025,Returned
1394,547,01-11-2025,Delivered
1395,359,03-06-2025,Delivered
1396,683,21-10-2025,Returned
1397,144,13-07-2025,Cancelled
1398,756,07-05-2025,Delivered
1399,336,22-09-2025,Cancelled
1400,198,04-07-2025,Delivered
1401,101,17-03-2025,Returned
1402,436,30-07-2025,Delivered
1403,95,01-02-2025,Delivered
1404,910,08-03-2025,Delivered
1405,220,17-08-2025,Delivered
1406,379,13-12-2025,Cancelled
1407,413,29-10-2025,Cancelled
1408,532,22-07-2025,Delivered
1409,599,13-09-2025,Returned
1410,434,14-08-2025,Returned
1411,954,08-09-2025,Returned
1412,997,02-08-2025,Delivered
1413,148,16-09-2025,Delivered
1414,497,31-12-2025,Delivered
1415,133,27-12-2025,Cancelled
1416,884,28-09-2025,Delivered
1417,712,19-04-2025,Delivered
1418,485,17-01-2025,Returned
1419,161,14-10-2025,Delivered
1420,944,02-03-2025,Cancelled
1421,873,29-07-2025,Delivered
1422,124,09-07-2025,Cancelled
1423,297,21-01-2025,Cancelled
1424,157,02-03-2025,Delivered
1425,313,11-07-2025,Delivered
1426,302,06-09-2025,Delivered
1427,811,15-03-2025,Delivered
1428,803,29-10-2025,Delivered
1429,50,06-06-2025,Delivered
1430,221,04-04-2025,Returned
1431,501,02-01-2025,Delivered
1432,561,28-06-2025,Delivered
1433,892,23-01-2025,Delivered
1434,493,21-10-2025,Delivered
1435,580,20-08-2025,Delivered
1436,801,13-07-2025,Delivered
1437,855,07-11-2025,Delivered
1438,781,12-03-2025,Cancelled
1439,652,24-08-2025,Delivered
1440,684,18-08-2025,Delivered
1441,888,16-06-2025,Delivered
1442,820,16-11-2025,Returned
1443,639,29-07-2025,Delivered
1444,239,22-07-2025,Delivered
1445,554,24-01-2025,Returned
1446,912,15-08-2025,Returned
1447,285,27-11-2025,Delivered
1448,887,26-03-2025,Returned
1449,26,20-10-2025,Returned
1450,816,29-12-2025,Delivered
1451,575,27-11-2025,Delivered
1452,660,14-10-2025,Delivered
1453,198,13-11-2025,Cancelled
1454,591,28-01-2025,Cancelled
1455,535,07-04-2025,Delivered
1456,515,10-01-2025,Delivered
1457,675,30-09-2025,Delivered
1458,986,10-01-2025,Delivered
1459,806,16-04-2025,Delivered
1460,850,28-12-2025,Cancelled
1461,455,13-02-2025,Cancelled
1462,622,14-06-2025,Delivered
1463,604,24-01-2025,Delivered
1464,883,12-01-2025,Delivered
1465,448,03-04-2025,Delivered
1466,25,28-09-2025,Delivered
1467,392,12-05-2025,Delivered
1468,118,20-02-2025,Cancelled
1469,173,27-05-2025,Delivered
1470,188,11-05-2025,Delivered
1471,158,07-06-2025,Delivered
1472,695,28-03-2025,Delivered
1473,630,16-06-2025,Delivered
1474,28,30-01-2025,Delivered
1475,400,20-02-2025,Delivered
1476,146,31-07-2025,Delivered
1477,265,12-07-2025,Delivered
1478,54,14-04-2025,Delivered
1479,771,02-11-2025,Cancelled
1480,243,10-09-2025,Cancelled
1481,771,16-09-2025,Delivered
1482,973,28-02-2025,Delivered
1483,63,12-06-2025,Delivered
1484,567,28-07-2025,Delivered
1485,496,15-01-2025,Delivered
1486,649,30-04-2025,Delivered
1487,276,11-10-2025,Cancelled
1488,692,21-02-2025,Delivered
1489,782,12-10-2025,Returned
1490,805,06-03-2025,Delivered
1491,582,28-07-2025,Delivered
1492,86,22-11-2025,Cancelled
1493,209,14-03-2025,Delivered
1494,554,28-03-2025,Delivered
1495,551,05-08-2025,Cancelled
1496,463,22-01-2025,Delivered
1497,833,26-08-2025,Cancelled
1498,297,01-12-2025,Delivered
1499,1,31-01-2025,Delivered
1500,280,03-11-2025,Delivered
1501,860,15-12-2025,Delivered
1502,360,20-11-2025,Delivered
1503,600,19-09-2025,Delivered
1504,47,24-03-2025,Returned
1505,547,16-10-2025,Delivered
1506,308,15-02-2025,Delivered
1507,716,04-03-2025,Delivered
1508,743,12-10-2025,Delivered
1509,900,10-08-2025,Delivered
1510,626,16-09-2025,Delivered
1511,906,16-12-2025,Delivered
1512,651,14-05-2025,Returned
1513,464,20-05-2025,Delivered
1514,679,14-06-2025,Delivered
1515,216,24-08-2025,Cancelled
1516,337,09-01-2025,Returned
1517,137,27-11-2025,Delivered
1518,624,01-09-2025,Delivered
1519,924,05-01-2025,Returned
1520,178,31-07-2025,Cancelled
1521,917,23-12-2025,Returned
1522,501,21-07-2025,Cancelled
1523,84,29-11-2025,Returned
1524,80,03-10-2025,Delivered
1525,914,10-12-2025,Delivered
1526,689,05-03-2025,Delivered
1527,996,12-07-2025,Cancelled
1528,367,18-07-2025,Delivered
1529,860,23-12-2025,Delivered
1530,128,25-08-2025,Delivered
1531,959,09-04-2025,Delivered
1532,10,24-04-2025,Returned
1533,21,24-05-2025,Returned
1534,944,30-12-2025,Delivered
1535,197,16-02-2025,Cancelled
1536,641,05-06-2025,Returned
1537,227,30-04-2025,Delivered
1538,991,05-07-2025,Delivered
1539,288,10-09-2025,Returned
1540,724,07-11-2025,Delivered
1541,8,11-04-2025,Returned
1542,406,26-02-2025,Delivered
1543,583,14-09-2025,Delivered
1544,175,10-10-2025,Delivered
1545,676,17-10-2025,Returned
1546,699,05-11-2025,Cancelled
1547,180,03-02-2025,Cancelled
1548,132,03-02-2025,Delivered
1549,266,19-10-2025,Delivered
1550,903,25-09-2025,Returned
1551,802,21-05-2025,Delivered
1552,869,14-12-2025,Delivered
1553,994,21-12-2025,Returned
1554,546,11-11-2025,Delivered
1555,698,14-10-2025,Delivered
1556,3,07-08-2025,Returned
1557,690,29-11-2025,Delivered
1558,875,15-06-2025,Delivered
1559,865,28-07-2025,Delivered
1560,125,15-12-2025,Cancelled
1561,478,11-09-2025,Delivered
1562,530,23-01-2025,Returned
1563,230,25-01-2025,Delivered
1564,941,04-08-2025,Cancelled
1565,460,11-06-2025,Delivered
1566,402,10-04-2025,Delivered
1567,84,20-10-2025,Delivered
1568,756,26-04-2025,Returned
1569,434,08-02-2025,Delivered
1570,202,26-03-2025,Delivered
1571,319,02-02-2025,Returned
1572,641,19-02-2025,Delivered
1573,492,10-08-2025,Delivered
1574,607,17-11-2025,Delivered
1575,861,09-05-2025,Delivered
1576,111,31-08-2025,Delivered
1577,982,24-06-2025,Delivered
1578,842,20-06-2025,Cancelled
1579,814,02-05-2025,Delivered
1580,795,04-11-2025,Cancelled
1581,450,18-02-2025,Returned
1582,458,24-10-2025,Delivered
1583,88,01-02-2025,Delivered
1584,387,10-06-2025,Returned
1585,67,07-03-2025,Delivered
1586,942,15-08-2025,Delivered
1587,309,09-11-2025,Returned
1588,443,03-02-2025,Delivered
1589,694,29-01-2025,Cancelled
1590,54,31-05-2025,Delivered
1591,412,19-02-2025,Cancelled
1592,771,30-07-2025,Delivered
1593,886,03-11-2025,Returned
1594,639,06-01-2025,Delivered
1595,394,26-08-2025,Delivered
1596,902,14-11-2025,Cancelled
1597,104,23-06-2025,Returned
1598,961,12-12-2025,Delivered
1599,465,22-09-2025,Delivered
1600,602,09-04-2025,Delivered
1601,106,07-01-2025,Cancelled
1602,731,04-02-2025,Cancelled
1603,809,10-04-2025,Cancelled
1604,130,23-11-2025,Cancelled
1605,263,01-07-2025,Delivered
1606,493,14-11-2025,Delivered
1607,191,05-05-2025,Delivered
1608,817,23-01-2025,Delivered
1609,131,09-06-2025,Cancelled
1610,447,20-09-2025,Returned
1611,773,03-07-2025,Delivered
1612,598,05-10-2025,Delivered
1613,151,29-08-2025,Delivered
1614,618,25-06-2025,Delivered
1615,378,05-01-2025,Cancelled
1616,601,03-12-2025,Returned
1617,149,30-01-2025,Delivered
1618,520,14-10-2025,Delivered
1619,433,26-06-2025,Delivered
1620,1000,13-04-2025,Returned
1621,931,14-04-2025,Delivered
1622,350,07-04-2025,Returned
1623,488,22-12-2025,Returned
1624,479,04-11-2025,Returned
1625,340,24-10-2025,Cancelled
1626,987,21-06-2025,Cancelled
1627,307,03-08-2025,Delivered
1628,167,23-02-2025,Delivered
1629,898,22-01-2025,Delivered
1630,225,02-01-2025,Returned
1631,229,21-12-2025,Delivered
1632,478,16-11-2025,Delivered
1633,245,04-09-2025,Returned
1634,787,19-06-2025,Returned
1635,385,16-04-2025,Delivered
1636,189,04-01-2025,Delivered
1637,11,07-02-2025,Delivered
1638,31,12-10-2025,Delivered
1639,146,29-05-2025,Delivered
1640,200,20-11-2025,Cancelled
1641,935,04-07-2025,Delivered
1642,999,16-01-2025,Delivered
1643,203,26-05-2025,Delivered
1644,225,15-05-2025,Returned
1645,179,23-06-2025,Cancelled
1646,252,02-04-2025,Delivered
1647,23,01-04-2025,Delivered
1648,933,21-02-2025,Delivered
1649,852,13-12-2025,Delivered
1650,389,02-12-2025,Delivered
1651,347,18-04-2025,Delivered
1652,468,03-05-2025,Delivered
1653,829,10-07-2025,Returned
1654,176,27-09-2025,Cancelled
1655,903,11-08-2025,Returned
1656,67,02-03-2025,Delivered
1657,904,08-03-2025,Delivered
1658,197,30-09-2025,Delivered
1659,712,11-07-2025,Delivered
1660,614,08-08-2025,Returned
1661,251,24-01-2025,Cancelled
1662,602,07-04-2025,Cancelled
1663,302,18-03-2025,Delivered
1664,254,28-01-2025,Returned
1665,815,24-05-2025,Delivered
1666,872,18-09-2025,Cancelled
1667,908,08-09-2025,Delivered
1668,745,11-02-2025,Delivered
1669,810,06-12-2025,Cancelled
1670,67,27-03-2025,Cancelled
1671,398,27-11-2025,Cancelled
1672,384,13-09-2025,Cancelled
1673,476,02-04-2025,Delivered
1674,730,11-07-2025,Cancelled
1675,712,05-09-2025,Returned
1676,979,11-09-2025,Delivered
1677,275,25-10-2025,Delivered
1678,654,26-10-2025,Returned
1679,38,17-04-2025,Delivered
1680,917,14-04-2025,Delivered
1681,884,01-05-2025,Delivered
1682,224,06-06-2025,Delivered
1683,911,13-07-2025,Cancelled
1684,161,11-07-2025,Delivered
1685,564,13-02-2025,Delivered
1686,770,13-02-2025,Delivered
1687,456,23-09-2025,Delivered
1688,236,26-10-2025,Delivered
1689,477,20-09-2025,Cancelled
1690,345,07-08-2025,Delivered
1691,479,10-08-2025,Delivered
1692,377,12-09-2025,Delivered
1693,280,15-07-2025,Delivered
1694,184,15-08-2025,Delivered
1695,272,27-11-2025,Delivered
1696,368,12-02-2025,Delivered
1697,863,14-09-2025,Cancelled
1698,560,26-11-2025,Delivered
1699,805,22-05-2025,Delivered
1700,101,02-03-2025,Delivered
1701,369,20-01-2025,Cancelled
