order_detail_id, order_id, product_id, quantity, discount
1170,1915,89,3,0
1171,2756,193,4,0.15
1172,2222,105,3,0.05
1173,355,155,3,0
1174,1364,92,4,0.05
1175,2209,175,2,0
1176,1407,130,2,0.1
1177,1400,139,2,0.2
1178,2350,36,2,0.2
1179,2840,102,1,0.2
1180,1717,29,5,0.1
1181,172,134,1,0.1
1182,17,66,5,0.15
1183,675,190,2,0.15
1184,2908,86,4,0
1185,1334,188,3,0.1
1186,1618,134,4,0
1187,2364,90,4,0.15
1188,436,58,4,0
1189,2843,193,2,0.15
1190,3,130,1,0.05
1191,592,19,3,0
1192,1664,78,2,0.1
1193,2615,25,2,0
1194,67,8,3,0
1195,849,48,1,0
1196,1039,116,1,0.05
1197,1465,170,4,0
1198,2859,153,3,0
1199,1589,96,2,0
1200,1756,159,5,0.05
1201,2602,158,5,0
1202,2782,126,1,0.05
1203,1310,90,1,0
1204,2870,122,4,0.2
1205,2208,198,1,0.05
1206,2821,151,5,0
1207,2806,126,1,0.05
1208,159,125,1,0.05
1209,1033,140,1,0
1210,1006,186,1,0.05
1211,1556,192,3,0
1212,2473,121,1,0
1213,1269,142,4,0
1214,2514,106,1,0
1215,2801,33,5,0.2
1216,2766,200,1,0.1
1217,1821,18,5,0
1218,1898,71,5,0.05
1219,2195,168,1,0
1220,2399,31,5,0.05
1221,713,116,3,0.2
1222,667,11,3,0.1
1223,1358,110,1,0.15
1224,635,20,2,0.05
1225,1992,64,1,0.05
1226,2679,46,4,0
1227,1239,47,2,0
1228,2798,150,4,0
1229,2924,114,1,0
1230,674,36,2,0.15
1231,2479,145,1,0.05
1232,2033,94,4,0
1233,2902,135,3,0.15
1234,2227,28,4,0.05
1235,138,72,4,0.1
1236,2876,109,1,0
1237,358,68,3,0.05
1238,1644,130,2,0
1239,496,7,2,0
1240,2337,48,2,0.05
1241,2703,140,3,0.1
1242,1078,123,1,0.2
1243,2689,48,5,0.05
1244,475,144,1,0
1245,830,38,3,0
1246,2874,101,1,0
1247,246,131,1,0
1248,2149,171,3,0.1
1249,2174,3,3,0.2
1250,562,82,2,0.2
1251,1968,55,2,0.15
1252,1945,123,4,0
1253,406,45,4,0.1
1254,2595,161,5,0.2
1255,291,38,2,0.2
1256,2089,38,1,0.05
1257,2103,19,5,0
1258,1012,161,4,0.2
1259,2563,93,2,0.2
1260,1076,105,1,0.2
1261,1769,11,3,0.2
1262,1617,8,2,0.15
1263,2976,96,4,0.05
1264,2484,58,2,0.05
1265,2519,131,4,0.15
1266,2603,41,2,0.1
1267,2136,74,4,0.2
1268,308,111,5,0
1269,1710,17,5,0
1270,2886,199,2,0.2
1271,2628,11,3,0
1272,1611,72,4,0.15
1273,1399,78,5,0.1
1274,1340,79,4,0.1
1275,1998,99,5,0.15
1276,2295,175,5,0.1
1277,2708,147,2,0.05
1278,1381,24,4,0
1279,2183,133,5,0.15
1280,258,65,3,0
1281,1184,153,5,0
1282,1283,83,2,0.1
1283,784,90,3,0
1284,1373,133,4,0
1285,1081,154,4,0.15
1286,2700,49,5,0.2
1287,571,198,3,0
1288,2815,176,3,0.15
1289,2224,142,3,0
1290,1896,149,5,0
1291,481,186,3,0.15
1292,1012,53,5,0.2
1293,2595,87,2,0.15
1294,2036,96,2,0.05
1295,1984,184,3,0.1
1296,1881,138,3,0
1297,1044,156,1,0
1298,510,97,5,0.05
1299,14,18,2,0.2
1300,1044,127,4,0.1
1301,2391,71,5,0.1
1302,1723,51,3,0
1303,1752,161,4,0.1
1304,443,122,4,0.05
1305,1283,31,2,0
1306,504,93,1,0
1307,288,72,1,0.1
1308,2193,69,2,0.2
1309,393,191,4,0
1310,164,170,5,0
1311,41,29,3,0.1
1312,2948,71,3,0.05
1313,986,60,2,0.1
1314,2473,147,3,0.1
1315,1449,61,2,0
1316,2268,150,3,0.2
1317,901,44,4,0
1318,2219,158,1,0
1319,374,147,5,0
1320,1992,32,1,0
1321,1665,57,2,0.05
1322,2497,43,2,0
1323,1145,28,1,0
1324,2750,79,4,0.1
1325,2457,99,4,0
1326,952,26,1,0.05
1327,2919,114,4,0
1328,1575,158,4,0
1329,2218,196,3,0
1330,2758,126,4,0.2
1331,2147,88,3,0
1332,2045,130,5,0.05
1333,1812,156,2,0
1334,592,181,1,0.1
1335,2863,175,4,0
1336,1655,54,2,0
1337,1447,104,3,0
1338,2929,75,2,0.05
1339,2460,121,1,0.15
1340,2308,63,1,0.05
1341,2921,6,4,0.1
1342,1414,93,4,0
1343,2011,112,4,0.05
1344,367,112,3,0
1345,937,69,3,0
1346,1961,41,2,0
1347,2399,166,5,0.1
1348,2175,51,1,0.05
1349,1494,13,2,0
1350,2897,41,1,0.1
1351,2849,142,1,0
1352,325,135,3,0.05
1353,611,76,2,0.2
1354,1786,72,2,0
1355,1678,80,2,0.1
1356,274,60,1,0.1
1357,214,147,2,0
1358,2245,121,4,0
1359,968,5,2,0.1
1360,2919,20,1,0.2
1361,416,69,2,0.1
1362,509,200,4,0.1
1363,1512,186,2,0
1364,2186,48,2,0.2
1365,36,84,2,0.2
1366,1116,132,1,0.1
1367,2067,15,4,0
1368,685,13,4,0
1369,542,62,5,0.2
1370,1505,147,3,0.05
1371,1007,117,2,0.15
1372,451,183,2,0
1373,2622,156,1,0
1374,1546,35,1,0
1375,1888,136,4,0.15
1376,1618,141,5,0.15
1377,1655,135,4,0.15
1378,2129,91,5,0.1
1379,2943,192,4,0.2
1380,1030,135,4,0
1381,2061,128,2,0.2
1382,150,53,1,0.1
1383,1506,77,1,0.1
1384,1690,98,4,0
1385,1531,7,3,0.05
1386,814,193,1,0
1387,1784,199,2,0.05
1388,2419,195,2,0.15
1389,1237,102,2,0
1390,68,59,4,0
1391,1994,103,4,0.15
1392,1906,96,2,0.05
1393,535,107,1,0
1394,597,164,1,0
1395,1533,14,3,0.05
1396,1584,168,4,0
1397,2451,76,3,0.2
1398,2100,142,4,0
1399,1964,18,3,0
1400,793,80,5,0
1401,46,26,2,0.15
1402,2913,144,3,0
1403,102,131,2,0.15
1404,2135,96,1,0.05
1405,1653,86,5,0.05
1406,1422,160,3,0
1407,1508,14,5,0.1
1408,506,113,4,0.05
1409,2106,10,5,0.15
1410,2320,130,1,0
1411,1548,85,4,0.15
1412,2960,163,3,0
1413,583,196,2,0
1414,2527,99,3,0.05
1415,903,11,1,0
1416,50,35,2,0.05
1417,2332,50,4,0.2
1418,622,110,5,0.1
1419,1046,54,1,0
1420,670,10,3,0.15
1421,1977,17,2,0.05
1422,679,173,4,0
1423,328,172,4,0.2
1424,1404,158,3,0.2
1425,1921,67,5,0.1
1426,2245,190,3,0.15
1427,2724,84,5,0
1428,2736,175,5,0.1
1429,2796,72,5,0.2
1430,1005,58,1,0.05
1431,1980,70,3,0.1
1432,1232,128,4,0
1433,2424,77,3,0
1434,607,143,2,0.2
1435,897,64,4,0
1436,404,179,5,0.1
1437,1487,106,4,0.05
1438,2321,85,3,0
1439,994,42,5,0.05
1440,2716,17,3,0
1441,1785,104,4,0
1442,1697,122,1,0
1443,1518,31,3,0
1444,1993,126,4,0.1
1445,877,104,4,0.2
1446,964,74,2,0.1
1447,676,87,2,0.1
1448,1340,152,4,0.2
1449,340,26,1,0
1450,35,39,5,0.05
1451,2018,24,2,0
1452,9,121,2,0
1453,547,75,3,0.15
1454,2809,180,3,0.15
1455,2343,23,1,0
1456,1269,85,1,0
1457,2388,22,1,0.1
1458,1,50,2,0.05
1459,2009,28,3,0.1
1460,1194,158,5,0
1461,2510,73,2,0
1462,1894,156,3,0
1463,2636,199,5,0
1464,2034,156,2,0.15
1465,1163,9,4,0.2
1466,1388,171,2,0.15
1467,1937,116,3,0.1
1468,1256,76,4,0.05
1469,964,80,3,0
1470,986,119,2,0.15
1471,636,10,1,0
1472,2408,31,2,0
1473,1839,33,2,0.15
1474,301,73,3,0.15
1475,1311,149,2,0.15
1476,1973,112,4,0
1477,2640,172,5,0.15
1478,2408,78,2,0.05
1479,2688,9,3,0
1480,1601,50,3,0
1481,201,9,3,0.05
1482,765,128,4,0.15
1483,1629,182,3,0.05
1484,545,84,4,0.15
1485,1290,193,5,0.2
1486,2867,48,1,0.2
1487,673,65,4,0
1488,1995,86,2,0
1489,575,62,5,0.1
1490,2029,72,2,0.15
1491,740,107,1,0.2
1492,38,162,3,0.15
1493,1405,158,3,0
1494,12,27,4,0.2
1495,2053,52,2,0
1496,1362,175,5,0
1497,2175,101,5,0.1
1498,2509,157,2,0.05
1499,2996,11,4,0.15
1500,2421,141,3,0.1
1501,1870,12,3,0
1502,74,105,5,0.15
1503,258,122,4,0.05
1504,2494,147,2,0
1505,2421,58,4,0
1506,1230,167,1,0.2
1507,940,172,5,0
1508,1618,68,1,0.1
1509,939,11,2,0.2
1510,1841,62,4,0
1511,1762,13,1,0.2
1512,1121,138,5,0.05
1513,67,129,3,0.2
1514,2459,170,1,0.05
1515,2377,55,5,0.15
1516,2263,74,1,0.2
1517,962,100,5,0.15
1518,1346,46,5,0.15
1519,821,4,4,0
1520,1347,166,2,0.05
1521,85,26,2,0.15
1522,2995,67,2,0.15
1523,1198,172,3,0.05
1524,663,110,2,0.15
1525,672,93,1,0.2
1526,1183,80,5,0.15
1527,2248,164,1,0
1528,638,32,1,0
1529,271,200,3,0
1530,465,196,4,0
1531,498,129,5,0.05
1532,2093,32,4,0.15
1533,2517,72,1,0
1534,377,91,2,0.05
1535,776,140,3,0.15
1536,75,159,1,0
1537,665,38,3,0
1538,2139,177,5,0
1539,1961,194,3,0
1540,1394,100,4,0
1541,2099,199,4,0
1542,687,49,5,0.15
1543,1981,199,5,0.15
1544,2857,18,2,0.2
1545,2692,200,4,0.1
1546,1876,100,3,0.15
1547,1511,51,1,0
1548,1856,49,1,0.1
1549,1456,5,3,0.15
1550,1388,107,1,0
1551,1899,22,2,0.2
1552,394,153,5,0.1
1553,478,152,2,0.05
1554,2025,142,5,0.15
1555,1396,31,5,0.2
1556,134,164,3,0
1557,1279,138,4,0
1558,160,28,1,0
1559,2724,36,3,0.2
1560,1555,40,3,0
1561,1688,20,5,0
1562,308,128,3,0.15
1563,1229,105,1,0
1564,1168,84,2,0.15
1565,382,36,5,0.1
1566,2456,26,3,0
1567,390,68,3,0
1568,507,47,5,0
1569,2385,21,2,0
1570,1133,80,5,0.2
1571,2218,21,5,0.1
1572,2829,140,3,0.1
1573,2695,77,1,0.05
1574,167,80,4,0
1575,2695,86,3,0.15
1576,214,36,1,0
1577,2410,2,1,0.05
1578,175,121,3,0.05
1579,2220,28,3,0
1580,2421,144,2,0
1581,1369,44,2,0.15
1582,2331,180,1,0.15
1583,69,121,2,0.15
1584,2901,33,2,0.15
1585,2796,131,2,0.05
1586,22,175,5,0
1587,2363,187,2,0.05
1588,2243,61,1,0.05
1589,865,157,4,0
1590,2162,75,3,0
1591,1657,152,4,0.1
1592,1179,69,2,0.1
1593,511,181,4,0
1594,2656,155,4,0
1595,470,104,5,0
1596,1037,177,2,0.1
1597,756,165,5,0
1598,2749,64,2,0.15
1599,165,60,2,0.15
1600,191,188,1,0.15
1601,1617,35,2,0
1602,462,148,1,0.15
1603,861,184,1,0.2
1604,2852,4,4,0
1605,1399,53,4,0
1606,603,186,1,0.2
1607,1511,84,4,0.05
1608,2702,133,3,0.05
1609,2717,52,2,0
1610,1595,91,2,0.2
1611,2728,170,2,0.05
1612,2003,71,4,0
1613,1033,1,4,0.05
1614,650,16,1,0.15
1615,1880,135,3,0
1616,1694,29,3,0
1617,1161,72,2,0.05
1618,57,122,5,0
1619,2403,117,3,0
1620,2639,58,4,0
1621,2820,71,4,0.05
1622,1105,42,4,0
1623,1795,35,1,0.2
1624,961,166,4,0.05
1625,897,142,5,0.15
1626,593,29,3,0.15
1627,1519,134,3,0.15
1628,405,70,5,0.2
1629,1271,192,4,0
1630,258,146,1,0
1631,1159,65,2,0.2
1632,2738,143,5,0.1
1633,2171,47,4,0.1
1634,14,39,1,0
1635,2825,198,5,0.05
1636,2327,88,1,0.05
1637,793,48,1,0.15
1638,1255,185,4,0
1639,2851,70,5,0
1640,2576,103,5,0.1
1641,2311,92,1,0.05
1642,1933,160,2,0
1643,1331,12,3,0
1644,1931,195,2,0.1
1645,1366,127,2,0.05
1646,2304,5,1,0
1647,2315,36,2,0.05
1648,180,53,4,0.05
1649,2192,190,1,0
1650,2790,141,4,0.15
1651,556,57,2,0
1652,1520,25,1,0
1653,48,151,4,0
1654,1149,165,5,0.05
1655,857,24,3,0
1656,2506,31,1,0.2
1657,1026,154,5,0.15
1658,2577,195,2,0
1659,1950,177,3,0.1
1660,685,169,1,0.2
1661,2006,56,4,0
1662,410,23,5,0.1
1663,940,148,3,0
1664,1750,179,3,0
1665,1853,143,2,0
1666,400,161,5,0
1667,2734,71,2,0
1668,643,60,1,0.15
1669,735,51,2,0
1670,544,76,4,0
1671,2711,116,2,0.1
1672,551,9,1,0.15
1673,2966,53,3,0.15
1674,1228,176,4,0
1675,2818,17,2,0.05
1676,1549,2,2,0
1677,144,137,2,0.15
1678,1722,28,1,0.2
1679,646,55,1,0
1680,1701,28,4,0
1681,2866,43,3,0.15
1682,2131,183,5,0.15
1683,2175,152,5,0
1684,1856,41,5,0.1
1685,2706,146,2,0.05
1686,1741,45,5,0.2
1687,1824,72,3,0
1688,2484,55,1,0
1689,1663,76,4,0.2
1690,2194,120,1,0.2
1691,2382,30,2,0
1692,942,189,5,0.2
1693,464,144,4,0.05
1694,2661,149,2,0
1695,2122,47,5,0
1696,518,62,1,0.1
1697,2486,140,1,0
1698,2208,142,1,0
1699,2151,138,1,0
1700,1070,86,5,0
1701,731,12,4,0.05
1702,841,36,2,0.15
1703,2607,23,5,0
1704,2560,114,1,0.05
1705,2953,163,5,0
1706,1319,118,2,0.15
1707,1132,87,1,0
1708,48,200,1,0.2
1709,2724,177,1,0.2
1710,2962,8,1,0
1711,676,194,5,0
1712,339,177,2,0.05
1713,403,113,5,0.15
1714,1522,15,5,0
1715,2946,39,3,0
1716,1553,173,1,0.2
1717,2065,166,3,0.2
1718,1197,67,2,0
1719,2236,38,5,0.15
1720,2361,139,4,0
1721,2012,134,1,0
1722,720,196,3,0.1
1723,2547,11,3,0.05
1724,1921,11,5,0.05
1725,1915,7,1,0.1
1726,201,1,3,0
1727,1548,89,3,0
1728,1481,186,5,0
1729,2172,39,4,0.05
1730,2307,32,2,0.05
1731,612,69,5,0
1732,1318,95,1,0
1733,1271,44,5,0.05
1734,2989,11,5,0.15
1735,162,161,4,0
1736,1666,54,2,0.05
1737,2467,158,5,0.05
1738,2532,91,1,0.2
1739,2558,200,5,0
1740,516,17,1,0
1741,193,32,4,0
1742,2166,32,5,0.1
1743,21,67,3,0.2
1744,2637,46,5,0.05
1745,2042,64,5,0
1746,1549,184,2,0.1
1747,2654,17,4,0
1748,993,40,1,0
1749,2854,103,5,0.15
1750,1209,186,2,0.1
1751,2341,166,3,0.05
1752,1219,41,1,0
1753,1720,194,2,0
1754,2959,186,5,0.05
1755,877,27,3,0.2
1756,1032,22,4,0.2
1757,168,100,3,0.15
1758,1597,41,3,0.2
1759,1531,194,3,0.2
1760,174,48,4,0.2
1761,939,185,3,0
1762,2227,175,2,0
1763,786,187,1,0.15
1764,347,121,4,0
1765,1685,72,3,0.1
1766,2359,136,5,0
1767,926,188,1,0
1768,989,143,5,0.1
1769,731,71,3,0.15
1770,550,120,5,0.2
1771,2856,16,3,0
1772,1187,176,1,0.2
1773,1194,62,2,0
1774,856,196,3,0
1775,2156,66,5,0
1776,2904,32,4,0.15
1777,909,37,1,0
1778,388,183,5,0.05
1779,2156,120,1,0.1
1780,198,156,2,0
1781,2431,24,2,0.05
1782,888,35,4,0.15
1783,1324,58,1,0.05
1784,143,186,1,0
1785,2507,195,5,0.05
1786,1342,100,1,0.05
1787,2051,105,5,0.15
1788,2149,3,1,0
1789,855,7,1,0.1
1790,438,86,4,0
1791,2252,33,5,0.1
1792,54,63,4,0
1793,1935,164,4,0
1794,2988,73,5,0
1795,2969,107,1,0.1
1796,2786,55,4,0
1797,2498,89,2,0
1798,313,80,5,0
1799,505,135,5,0
1800,446,139,3,0
1801,948,102,5,0.05
1802,1405,7,5,0
1803,1669,50,2,0.2
1804,2962,41,2,0.1
1805,2466,130,2,0
1806,984,116,3,0
1807,1384,108,1,0
1808,1046,10,3,0
1809,2129,138,4,0.15
1810,176,94,1,0.2
1811,1383,61,4,0.05
1812,1756,112,1,0.1
1813,2842,25,1,0.15
1814,528,110,1,0
1815,791,15,5,0
1816,1480,100,4,0.1
1817,363,196,1,0.05
1818,631,176,4,0
1819,1313,191,2,0
1820,719,197,2,0
1821,1395,92,1,0.2
1822,1761,131,5,0
1823,1787,147,1,0.05
1824,2566,125,4,0.2
1825,2300,165,2,0.1
1826,864,135,3,0
1827,166,30,2,0
1828,2272,2,5,0.05
1829,795,88,3,0
1830,1954,171,5,0.15
1831,2166,35,4,0
1832,869,60,3,0.1
1833,2965,32,1,0
1834,2733,95,4,0.15
1835,2843,5,5,0.2
1836,195,130,3,0.1
1837,2380,182,1,0.2
1838,1186,74,5,0
1839,65,183,4,0
1840,2388,43,4,0.2
1841,2449,181,5,0.1
1842,2564,108,5,0.1
1843,1540,200,3,0.2
1844,2264,165,5,0.2
1845,2459,191,4,0
1846,2139,76,2,0.1
1847,1500,149,4,0.15
1848,2330,64,2,0
1849,2316,27,3,0
1850,2050,80,5,0.1
1851,797,45,2,0
1852,758,200,2,0
1853,579,199,4,0.05
1854,2310,144,1,0.05
1855,2549,180,1,0.1
1856,1938,40,4,0.15
1857,483,118,4,0
1858,2630,114,2,0.15
1859,885,80,5,0.15
1860,935,134,5,0
1861,1335,172,5,0
1862,2664,63,5,0
1863,2693,144,1,0.2
1864,1167,1,3,0.05
1865,2719,31,2,0.15
1866,2320,157,4,0
1867,123,141,2,0.05
1868,2419,196,3,0.1
1869,2772,38,4,0.15
1870,1090,24,5,0.05
1871,2347,97,3,0.05
1872,2582,19,2,0
1873,2302,124,4,0
1874,2753,176,2,0.2
1875,780,136,3,0.1
1876,1380,193,1,0
1877,787,199,3,0.05
1878,2218,39,2,0.1
1879,1273,131,3,0.15
1880,167,8,2,0.05
1881,917,1,1,0.15
1882,2105,112,5,0.05
1883,1595,17,1,0
1884,1586,129,2,0
1885,333,172,2,0.2
1886,2507,86,1,0
1887,272,97,5,0
1888,2508,166,3,0
1889,1201,162,5,0
1890,1317,14,4,0.05
1891,726,162,5,0
1892,2386,114,4,0.15
1893,589,13,3,0
1894,2612,72,3,0
1895,2029,113,4,0.1
1896,1154,101,2,0
1897,2926,115,2,0.15
1898,1652,196,4,0.15
1899,533,153,2,0
1900,80,143,1,0.15
1901,2016,186,4,0.05
1902,196,42,5,0.15
1903,2465,18,3,0
1904,1628,135,5,0
1905,276,50,2,0
1906,1860,60,1,0
1907,1287,92,2,0
1908,1413,103,1,0.05
1909,2232,21,4,0
1910,840,43,1,0
1911,2470,42,1,0.05
1912,462,57,4,0
1913,2103,172,3,0
1914,1916,127,5,0.1
1915,1413,97,1,0
1916,894,115,1,0.15
1917,2234,76,3,0
1918,2428,13,2,0.2
1919,2371,83,1,0
1920,1621,76,5,0
1921,388,111,3,0
1922,217,61,4,0
1923,2794,65,1,0.05
1924,1927,137,1,0
1925,1898,190,4,0.15
1926,2103,44,2,0
1927,58,42,1,0.05
1928,2413,138,2,0
1929,2574,50,3,0.1
1930,1720,44,5,0.1
1931,1394,189,4,0.2
1932,2996,176,5,0.05
1933,958,195,4,0.2
1934,949,139,2,0
1935,2111,46,5,0.15
1936,1305,105,1,0
1937,938,147,4,0.15
1938,94,127,5,0.1
1939,2946,163,4,0.05
1940,2789,31,4,0.05
1941,2868,16,4,0.2
1942,2034,61,4,0.1
1943,601,4,3,0.2
1944,10,97,5,0
1945,346,169,2,0
1946,918,162,3,0
1947,2761,41,1,0.05
1948,2781,169,3,0
1949,1373,139,4,0
1950,2813,68,4,0.1
1951,616,188,1,0.1
1952,2668,198,2,0
1953,2338,36,3,0.1
1954,1630,117,5,0
1955,2284,152,5,0.2
1956,2793,69,2,0.05
1957,2554,156,5,0
1958,2240,5,2,0
1959,155,85,1,0.1
1960,2834,187,2,0.15
1961,2222,111,5,0.15
1962,2833,65,5,0
1963,2656,34,3,0.1
1964,1384,189,5,0.1
1965,2268,162,1,0.15
1966,345,73,3,0.05
1967,2565,140,5,0.05
1968,147,178,4,0
1969,1463,46,2,0.1
1970,1646,115,4,0.05
1971,803,139,2,0
1972,2522,116,3,0.05
1973,320,158,1,0.15
1974,2572,170,4,0.05
1975,2501,137,4,0.05
1976,2220,39,5,0.1
1977,1788,130,4,0.15
1978,631,34,3,0.1
1979,2363,51,4,0.15
1980,157,165,5,0
1981,2792,135,1,0.05
1982,2636,48,2,0
1983,213,179,3,0
1984,2718,93,4,0.05
1985,2981,159,3,0.15
1986,1871,146,1,0
1987,2757,32,2,0
1988,2220,46,3,0.2
1989,1535,69,3,0
1990,2145,101,4,0.1
1991,1615,51,2,0
1992,2505,76,2,0.15
1993,1011,163,2,0.15
1994,2182,190,5,0.2
1995,1103,101,2,0.2
1996,797,140,5,0
1997,1394,104,2,0
1998,327,176,3,0
1999,2184,195,3,0.15
2000,1980,46,3,0.05
2001,687,148,2,0.05
2002,2414,57,2,0
2003,2170,156,3,0
2004,916,130,1,0.1
2005,2911,101,3,0
2006,106,166,4,0.1
2007,1077,99,5,0
2008,65,157,3,0.2
2009,1998,198,3,0.2
2010,1072,58,1,0
2011,1256,161,5,0
2012,2767,132,5,0
2013,464,124,5,0.05
2014,676,13,2,0.1
2015,2887,86,5,0
2016,1103,10,1,0.2
2017,1492,54,4,0
2018,362,84,3,0.05
2019,441,84,3,0
2020,440,56,2,0
2021,2537,55,4,0.05
2022,2982,135,1,0
2023,1746,115,3,0
2024,66,159,3,0.2
2025,614,179,1,0
2026,357,10,3,0
2027,1871,99,5,0.1
2028,500,179,5,0.1
2029,1937,144,1,0.1
2030,540,194,4,0
2031,1113,93,2,0
2032,2107,135,5,0.2
2033,1427,103,2,0
2034,1356,143,4,0.05
2035,240,84,5,0.1
2036,1702,194,4,0.1
2037,1812,72,3,0.2
2038,687,36,4,0.15
2039,1384,131,3,0.15
2040,2742,72,5,0.15
2041,1391,188,5,0.05
2042,1490,82,5,0
2043,729,129,2,0
2044,2517,31,1,0.2
2045,2840,110,3,0
2046,558,2,1,0
2047,639,79,3,0.15
2048,941,151,2,0
2049,969,34,1,0.2
2050,1336,82,1,0
2051,23,83,3,0.05
2052,139,134,2,0.15
2053,2593,109,5,0.15
2054,747,175,1,0
2055,1243,73,5,0.1
2056,2527,99,4,0.1
2057,2540,184,4,0
2058,2047,177,2,0.05
2059,1840,164,4,0.15
2060,1199,165,4,0
2061,27,34,3,0.2
2062,2111,190,2,0
2063,1180,54,1,0.1
2064,895,45,5,0.2
2065,434,189,2,0
2066,258,33,2,0.1
2067,587,166,1,0.15
2068,1249,160,1,0
2069,1545,190,1,0
2070,2129,63,4,0
2071,2006,41,2,0.15
2072,2265,119,3,0
2073,2182,43,4,0.05
2074,2125,181,1,0.15
2075,1868,46,2,0
2076,1967,119,3,0
2077,1488,144,3,0.05
2078,556,98,2,0.2
2079,2340,9,3,0
2080,2534,24,5,0.2
2081,2744,190,4,0.05
2082,2694,142,2,0.15
2083,419,101,1,0.1
2084,745,184,4,0
2085,2644,121,2,0
2086,1873,176,2,0
2087,1815,184,2,0.1
2088,2685,150,2,0.2
2089,120,84,2,0
2090,636,148,5,0.1
2091,877,190,4,0
2092,413,188,4,0.2
2093,1340,169,5,0
2094,2623,78,2,0.1
2095,2256,37,2,0
2096,1332,168,3,0.15
2097,1002,148,5,0
2098,1312,143,3,0
2099,1712,32,4,0.15
2100,2641,119,4,0
2101,662,101,3,0
2102,81,147,3,0
2103,1040,148,4,0.1
2104,2931,186,1,0
2105,1831,155,5,0.05
2106,12,48,5,0
2107,1803,18,2,0
2108,1357,64,5,0.05
2109,2159,128,1,0
2110,2009,182,3,0
2111,2374,143,5,0
2112,536,39,1,0.2
2113,2766,193,1,0
2114,1493,102,1,0.1
2115,772,45,1,0
2116,1087,195,5,0.05
2117,2485,176,4,0.1
2118,2063,130,5,0.05
2119,1431,176,2,0.15
2120,2958,181,3,0.15
2121,2107,92,2,0
2122,2611,137,4,0
2123,166,52,1,0
2124,1238,61,4,0.15
2125,336,147,5,0
2126,449,118,1,0
2127,668,54,5,0.2
2128,384,6,2,0.15
2129,2365,43,5,0.15
2130,1427,170,1,0
2131,1241,51,4,0
2132,2678,189,5,0
2133,233,157,2,0
2134,2362,107,4,0
2135,862,176,5,0.05
2136,381,156,1,0
2137,1630,13,2,0.15
2138,622,30,2,0
2139,484,176,4,0.05
2140,1912,193,2,0
2141,472,156,1,0
2142,462,98,4,0
2143,531,47,1,0
2144,2530,185,1,0.05
2145,558,186,3,0.15
2146,2168,195,4,0
2147,811,160,2,0
2148,1203,147,2,0.05
2149,1558,87,2,0.1
2150,55,170,2,0.05
2151,2665,171,3,0.2
2152,2134,27,2,0.2
2153,1156,46,1,0
2154,1166,6,5,0.15
2155,1618,161,5,0
2156,1381,3,5,0.15
2157,1338,35,2,0.1
2158,1175,97,2,0
2159,2423,50,3,0
2160,2956,98,1,0.2
2161,2684,1,2,0.15
2162,2732,146,5,0
2163,526,200,5,0.05
2164,70,199,1,0
2165,1859,31,2,0
2166,782,109,3,0.1
2167,1338,139,3,0.05
2168,1258,196,2,0
2169,111,67,1,0.15
2170,640,7,2,0.05
2171,221,109,1,0
2172,2516,42,4,0
2173,2284,127,3,0
2174,682,154,5,0
2175,1815,185,1,0.05
2176,1746,152,1,0.05
2177,935,34,2,0.2
2178,1153,136,1,0
2179,1309,67,2,0.2
2180,2804,162,1,0
2181,2873,182,3,0
2182,1023,16,1,0
2183,2524,93,4,0.05
2184,2312,197,4,0
2185,1734,79,5,0
2186,1520,114,5,0.15
2187,1426,96,3,0.05
2188,707,64,3,0.05
2189,436,36,3,0.05
2190,1779,1,1,0
2191,2274,16,1,0.2
2192,2107,32,1,0
2193,110,189,4,0.1
2194,942,26,4,0.05
2195,1132,196,1,0.05
2196,664,109,5,0
2197,2230,4,5,0
2198,2977,172,3,0.05
2199,440,38,5,0
2200,2949,28,3,0.15
2201,250,119,1,0
2202,2083,11,4,0.05
2203,417,64,1,0.05
2204,2919,59,3,0
2205,196,74,3,0.1
2206,1129,126,3,0
2207,1641,45,1,0.15
2208,806,7,1,0.1
2209,1783,47,3,0.1
2210,2164,174,3,0.05
2211,1745,181,4,0.1
2212,1040,128,1,0
2213,494,144,1,0
2214,815,172,2,0.1
2215,1649,41,4,0
2216,1792,101,4,0.2
2217,610,21,3,0.1
2218,263,135,2,0.2
2219,567,180,4,0
2220,132,15,3,0.05
2221,1700,109,1,0
2222,1354,161,5,0
2223,278,30,1,0.05
2224,2411,125,4,0
2225,1034,10,1,0.15
2226,2684,68,5,0
2227,2228,197,5,0
2228,2929,145,3,0.1
2229,13,81,2,0.15
2230,2899,17,3,0.2
2231,706,11,3,0.1
2232,2494,129,1,0.2
2233,2416,77,5,0.2
2234,2036,102,5,0.1
2235,2019,164,2,0.15
2236,267,51,4,0.1
2237,1799,176,1,0.2
2238,1699,98,5,0.1
2239,1199,27,4,0.05
2240,408,39,2,0.05
2241,1175,13,4,0.05
2242,2339,69,2,0
2243,714,196,3,0.05
2244,750,54,5,0.15
2245,2421,153,3,0.1
2246,2329,30,5,0.05
2247,61,18,3,0
2248,1765,170,2,0
2249,878,120,1,0.1
2250,1888,139,2,0
2251,365,106,1,0.2
2252,649,170,1,0.15
2253,2706,161,3,0
2254,2236,22,2,0
2255,2804,180,5,0.1
2256,2102,153,5,0.2
2257,2395,115,2,0
2258,343,114,1,0.15
2259,2202,129,5,0
