payment_id, order_id, payment_method, payment_status, payment_amount
763,763,Cash,Paid,82655.74
764,764,Net Banking,Paid,19480.29
765,765,UPI,Refunded,60177.6
766,766,UPI,Refunded,52349.35
767,767,Net Banking,Paid,27422.02
768,768,Net Banking,Paid,64883.77
769,769,Credit Card,Paid,18946.18
770,770,Net Banking,Paid,37377.53
771,771,Cash,Paid,69687.39
772,772,Net Banking,Paid,56627.09
773,773,Debit Card,Paid,46414.59
774,774,UPI,Paid,8495.5
775,775,UPI,Paid,70884.21
776,776,Net Banking,Paid,54072.47
777,777,Debit Card,Paid,26549.42
778,778,UPI,Paid,57573.51
779,779,Credit Card,Paid,25915.1
780,780,Cash,Paid,64504.79
781,781,Net Banking,Paid,75234.63
782,782,Credit Card,Paid,71411.92
783,783,UPI,Paid,48698.7
784,784,Debit Card,Paid,67054.77
785,785,UPI,Paid,12029.88
786,786,Debit Card,Paid,59428.53
787,787,Credit Card,Paid,82679.66
788,788,Debit Card,Paid,39992.43
789,789,Cash,Paid,66691.46
790,790,Cash,Paid,47721.26
791,791,Credit Card,Paid,21504.14
792,792,Cash,Paid,73431.35
793,793,Cash,Paid,73801.18
794,794,Credit Card,Refunded,19524.67
795,795,Credit Card,Refunded,67297.51
796,796,Cash,Paid,4343.57
797,797,Net Banking,Paid,74634.23
798,798,Credit Card,Paid,72258.69
799,799,Credit Card,Paid,24090.03
800,800,Cash,Paid,32441.94
801,801,Credit Card,Paid,29898.9
802,802,Net Banking,Paid,73876.22
803,803,Net Banking,Paid,3187.77
804,804,UPI,Paid,5995.74
805,805,Net Banking,Paid,19099.05
806,806,UPI,Paid,56084.23
807,807,UPI,Paid,81452.52
808,808,Net Banking,Paid,19310.8
809,809,Cash,Paid,25075.56
810,810,UPI,Paid,11290.55
811,811,UPI,Paid,38514.82
812,812,Credit Card,Refunded,73180.32
813,813,Net Banking,Paid,65514.1
814,814,Cash,Paid,62978.1
815,815,UPI,Paid,71042.03
816,816,UPI,Paid,57571.08
817,817,UPI,Paid,4103.74
818,818,Credit Card,Paid,28452.88
819,819,Cash,Paid,19735.75
820,820,Net Banking,Paid,37613.75
821,821,Cash,Paid,413.87
822,822,UPI,Paid,28447.44
823,823,Net Banking,Paid,15311.32
824,824,UPI,Paid,17614.15
825,825,UPI,Paid,89239.18
826,826,Debit Card,Paid,16837.04
827,827,Cash,Paid,77096.71
828,828,UPI,Paid,8610.04
829,829,UPI,Paid,34813.59
830,830,Cash,Paid,53917.05
831,831,Debit Card,Paid,10699.44
832,832,UPI,Paid,3545.53
833,833,Cash,Paid,51930.14
834,834,Net Banking,Paid,20268.23
835,835,Net Banking,Paid,48043.25
836,836,Net Banking,Paid,71607.32
837,837,Debit Card,Refunded,998.48
838,838,Credit Card,Paid,55045.68
839,839,Cash,Paid,63730.04
840,840,Debit Card,Paid,81673.35
841,841,UPI,Paid,1849.35
842,842,Cash,Paid,54134.58
843,843,UPI,Paid,20034.29
844,844,Debit Card,Paid,68687.83
845,845,Cash,Paid,14938.45
846,846,Debit Card,Paid,78476.56
847,847,Credit Card,Refunded,4008.97
848,848,Net Banking,Paid,43176.64
849,849,Debit Card,Paid,44793.6
850,850,Debit Card,Paid,34866.51
851,851,UPI,Paid,48818.85
852,852,Credit Card,Paid,6425.91
853,853,Credit Card,Paid,81488.85
854,854,UPI,Paid,64957.09
855,855,Debit Card,Paid,89522.56
856,856,Net Banking,Paid,84904.37
857,857,UPI,Paid,60737.55
858,858,UPI,Refunded,50026.75
859,859,Credit Card,Paid,48921.2
860,860,Credit Card,Paid,77754.12
861,861,Cash,Paid,78769.7
862,862,Credit Card,Paid,83377.01
863,863,Cash,Paid,29411.79
864,864,Credit Card,Paid,69278.06
865,865,Credit Card,Paid,5643.22
866,866,Debit Card,Paid,10617.48
867,867,Cash,Paid,54122.95
868,868,UPI,Paid,63189.91
869,869,Net Banking,Paid,76169.92
870,870,Net Banking,Paid,57103.95
871,871,Debit Card,Refunded,77457.96
872,872,UPI,Paid,32530.13
873,873,Credit Card,Paid,6139.67
874,874,UPI,Refunded,71396.8
875,875,UPI,Paid,36623.85
876,876,UPI,Paid,84745.8
877,877,Net Banking,Paid,23009.58
878,878,UPI,Paid,75633.18
879,879,UPI,Paid,62353.74
880,880,Cash,Paid,23321.9
881,881,Cash,Paid,75717.99
882,882,Debit Card,Paid,29513.79
883,883,Cash,Paid,2976.39
884,884,Debit Card,Paid,61305.37
885,885,UPI,Paid,74628.5
886,886,Net Banking,Paid,37433.19
887,887,Cash,Paid,23826.13
888,888,Cash,Paid,50307.92
889,889,UPI,Paid,82335.36
890,890,Debit Card,Paid,43993.91
891,891,Cash,Paid,7312.21
892,892,Debit Card,Paid,59315.89
893,893,Net Banking,Paid,41050.79
894,894,Credit Card,Paid,81720.78
895,895,Debit Card,Paid,60801.12
896,896,Cash,Paid,41036.3
897,897,Debit Card,Paid,7976.1
898,898,Debit Card,Paid,17814.02
899,899,Net Banking,Paid,44734.6
900,900,Net Banking,Paid,11374.61
901,901,UPI,Paid,80145.29
902,902,Net Banking,Paid,12387.14
903,903,Net Banking,Paid,11914.11
904,904,Net Banking,Paid,7906.77
905,905,Net Banking,Paid,12598.37
906,906,Debit Card,Paid,39354.15
907,907,Net Banking,Paid,53829.74
908,908,Net Banking,Paid,78888.79
909,909,Net Banking,Refunded,43635.58
910,910,Net Banking,Paid,33451.12
911,911,Debit Card,Paid,67217.23
912,912,Debit Card,Refunded,4319.03
913,913,Credit Card,Paid,74020.83
914,914,Credit Card,Paid,18803.47
915,915,Credit Card,Paid,29209.36
916,916,Net Banking,Paid,30816.19
917,917,Debit Card,Refunded,74853.47
918,918,Cash,Paid,67137.7
919,919,UPI,Paid,28008.31
920,920,UPI,Paid,40899.67
921,921,Debit Card,Paid,30751.28
922,922,Debit Card,Paid,81764.88
923,923,UPI,Paid,18169.86
924,924,Net Banking,Paid,46498.69
925,925,Cash,Paid,1794.25
926,926,Credit Card,Paid,20925.22
927,927,UPI,Paid,13703.24
928,928,Credit Card,Paid,894.6
929,929,Debit Card,Paid,82945.71
930,930,UPI,Paid,80052.8
931,931,UPI,Paid,71416.89
932,932,Cash,Refunded,25509.06
933,933,Credit Card,Paid,83383.54
934,934,Credit Card,Paid,24091.95
935,935,Net Banking,Paid,61377.98
936,936,Debit Card,Paid,53379.16
937,937,UPI,Paid,4348.38
938,938,Credit Card,Paid,38609.44
939,939,Cash,Paid,8617.84
940,940,Cash,Paid,77934.8
941,941,UPI,Paid,7548.69
942,942,Cash,Paid,86422.24
943,943,Credit Card,Paid,34643.11
944,944,Net Banking,Paid,87616.14
945,945,Net Banking,Paid,46882.85
946,946,Debit Card,Paid,73025.92
947,947,Debit Card,Paid,45502.95
948,948,Credit Card,Paid,69934.28
949,949,Debit Card,Paid,37705.93
950,950,Credit Card,Paid,45353.5
951,951,Net Banking,Paid,17829.32
952,952,Debit Card,Paid,74209.66
953,953,Debit Card,Paid,26799.86
954,954,Net Banking,Paid,18473.14
955,955,Credit Card,Paid,87308.75
956,956,Credit Card,Paid,49952.41
957,957,Cash,Paid,22883.35
958,958,Net Banking,Paid,66338.64
959,959,Net Banking,Paid,14547.75
960,960,Net Banking,Paid,35884.9
961,961,Cash,Paid,63860.64
962,962,Debit Card,Paid,49274.58
963,963,Net Banking,Paid,63697.2
964,964,UPI,Paid,7389.03
965,965,UPI,Paid,56431.46
966,966,Net Banking,Paid,61656.09
967,967,UPI,Paid,50123.45
968,968,Credit Card,Paid,33616.17
969,969,UPI,Paid,35833.08
970,970,UPI,Paid,43424.59
971,971,Credit Card,Paid,23346.14
972,972,UPI,Paid,640.2
973,973,Debit Card,Paid,72532.67
974,974,Cash,Paid,32185.84
975,975,Net Banking,Paid,34561.02
976,976,Credit Card,Paid,28276.4
977,977,Net Banking,Paid,6500.74
978,978,Debit Card,Paid,8972.62
979,979,Debit Card,Paid,20642.31
980,980,Credit Card,Paid,70758.54
981,981,Net Banking,Paid,56113.25
982,982,UPI,Refunded,2855.59
983,983,Debit Card,Paid,67244.16
984,984,Cash,Paid,20597.91
985,985,Cash,Paid,44821.2
986,986,Net Banking,Paid,63181.13
987,987,Cash,Paid,56532.83
988,988,Net Banking,Paid,45740.97
989,989,Credit Card,Refunded,46202.66
990,990,Credit Card,Paid,10669.64
991,991,Net Banking,Paid,45072.95
992,992,Cash,Paid,39508.31
993,993,Cash,Paid,11742.45
994,994,Credit Card,Paid,78113.44
995,995,Credit Card,Paid,19530.45
996,996,Debit Card,Paid,20851.33
997,997,Net Banking,Paid,50240.28
998,998,UPI,Paid,1536.07
999,999,Cash,Paid,88256.27
1000,1000,Net Banking,Paid,19885.39
1001,1001,Net Banking,Paid,28075.96
1002,1002,Credit Card,Paid,23248.7
1003,1003,Debit Card,Paid,36421.23
1004,1004,Net Banking,Refunded,36378.84
1005,1005,Credit Card,Paid,34172.98
1006,1006,Credit Card,Paid,76976.22
1007,1007,Cash,Paid,11077.12
1008,1008,Credit Card,Paid,11697.2
1009,1009,Cash,Paid,77326.95
1010,1010,Debit Card,Paid,15103.46
1011,1011,Debit Card,Paid,68701.41
1012,1012,Credit Card,Paid,63835.85
1013,1013,Debit Card,Refunded,18021.25
1014,1014,Cash,Paid,65056.45
1015,1015,Credit Card,Paid,89847.51
1016,1016,Net Banking,Refunded,59704.49
1017,1017,UPI,Paid,36259.54
1018,1018,Credit Card,Paid,79903.75
1019,1019,Debit Card,Paid,8776.72
1020,1020,Debit Card,Paid,18740.88
1021,1021,UPI,Paid,52171.54
1022,1022,Debit Card,Paid,10388.12
1023,1023,Debit Card,Paid,88335.79
1024,1024,Credit Card,Paid,9097.6
1025,1025,Credit Card,Paid,10916.15
1026,1026,Net Banking,Paid,42251.12
1027,1027,Cash,Refunded,68215.65
1028,1028,Net Banking,Paid,64015.82
1029,1029,UPI,Paid,22942.1
1030,1030,Debit Card,Paid,7759.76
1031,1031,Cash,Paid,52270.76
1032,1032,Cash,Paid,72642.2
1033,1033,Cash,Paid,83904.96
1034,1034,Credit Card,Paid,22432.93
1035,1035,Net Banking,Paid,82949.23
1036,1036,Debit Card,Paid,17649.89
1037,1037,Net Banking,Paid,51985.19
1038,1038,Net Banking,Paid,41671.07
1039,1039,Debit Card,Paid,44084.01
1040,1040,Credit Card,Paid,71011.68
1041,1041,Net Banking,Paid,75060.39
1042,1042,Cash,Paid,23338.43
1043,1043,Cash,Paid,31340.33
1044,1044,Cash,Paid,2406.77
1045,1045,Net Banking,Paid,72010.43
1046,1046,Cash,Paid,76990.39
1047,1047,Net Banking,Paid,54741.81
1048,1048,UPI,Paid,76502.38
1049,1049,Credit Card,Refunded,3274.26
1050,1050,Cash,Paid,54998.12
1051,1051,Credit Card,Paid,87041.46
1052,1052,Debit Card,Paid,67519.72
1053,1053,UPI,Paid,45095.4
1054,1054,UPI,Paid,23760.9
1055,1055,Cash,Paid,8106.67
1056,1056,Net Banking,Paid,85583.26
1057,1057,Debit Card,Paid,70027.16
1058,1058,UPI,Paid,74349.01
1059,1059,Cash,Paid,28274.4
1060,1060,Net Banking,Paid,51490.61
1061,1061,UPI,Paid,20408.21
1062,1062,Cash,Paid,34513.4
1063,1063,Net Banking,Paid,34465.84
1064,1064,Cash,Paid,40852.53
1065,1065,Credit Card,Paid,60899.93
1066,1066,Net Banking,Paid,68622.29
1067,1067,UPI,Paid,27708.07
1068,1068,Cash,Paid,32935.86
1069,1069,Debit Card,Paid,51061.59
1070,1070,Net Banking,Paid,82032.09
1071,1071,Debit Card,Paid,9589.18
1072,1072,Cash,Paid,32763.5
1073,1073,Net Banking,Paid,17833.59
1074,1074,Debit Card,Paid,42181.39
1075,1075,Net Banking,Paid,27950.43
1076,1076,Credit Card,Paid,60930.68
1077,1077,UPI,Paid,65795.12
1078,1078,Cash,Paid,73598.92
1079,1079,Cash,Paid,30827.75
1080,1080,Net Banking,Paid,78113.29
1081,1081,Cash,Refunded,67962.93
1082,1082,Credit Card,Paid,31069.11
1083,1083,Net Banking,Paid,84776.22
1084,1084,Cash,Paid,77620.72
1085,1085,Credit Card,Paid,26612.87
1086,1086,Debit Card,Paid,89359.49
1087,1087,Net Banking,Refunded,79568.61
1088,1088,Net Banking,Paid,18308.58
1089,1089,Debit Card,Paid,59309.41
1090,1090,Debit Card,Paid,53629.16
1091,1091,Net Banking,Paid,66261.06
1092,1092,Cash,Paid,34835.48
1093,1093,UPI,Paid,57081.29
1094,1094,Credit Card,Paid,31593.68
1095,1095,Debit Card,Paid,24974.34
1096,1096,Credit Card,Paid,77759.03
1097,1097,Credit Card,Paid,23010.94
1098,1098,UPI,Paid,40008.71
1099,1099,Cash,Paid,50456.49
1100,1100,Credit Card,Paid,55119.39
1101,1101,UPI,Paid,57858.94
1102,1102,Debit Card,Paid,21561
1103,1103,UPI,Paid,25385.3
1104,1104,UPI,Paid,69624.85
1105,1105,Credit Card,Paid,33901.4
1106,1106,Net Banking,Paid,65726.92
1107,1107,Cash,Paid,52357.03
1108,1108,Net Banking,Paid,11141.65
1109,1109,UPI,Paid,27474.06
1110,1110,UPI,Paid,62787.48
1111,1111,UPI,Paid,42882.26
1112,1112,UPI,Paid,87092.85
1113,1113,Net Banking,Paid,31851.81
1114,1114,Debit Card,Paid,19892.58
1115,1115,UPI,Paid,75507.26
1116,1116,Net Banking,Paid,72254.25
1117,1117,Cash,Paid,32678.48
1118,1118,Credit Card,Paid,40840.42
1119,1119,Net Banking,Paid,18427.56
1120,1120,Debit Card,Paid,42214.94
1121,1121,Net Banking,Paid,62341.63
1122,1122,Credit Card,Paid,77780.08
1123,1123,Credit Card,Paid,19891.42
1124,1124,Cash,Paid,81337.58
1125,1125,Debit Card,Paid,55854
1126,1126,Cash,Paid,53638.78
1127,1127,UPI,Paid,25745.84
1128,1128,Net Banking,Refunded,78978.18
1129,1129,Cash,Paid,39428.09
1130,1130,Debit Card,Paid,10182.7
1131,1131,Cash,Paid,10614.13
1132,1132,Net Banking,Paid,23834.66
1133,1133,Cash,Paid,51050.6
1134,1134,UPI,Paid,17909.21
1135,1135,Credit Card,Paid,38612.32
1136,1136,Debit Card,Paid,80083.35
1137,1137,Cash,Paid,24482.37
1138,1138,UPI,Paid,53226.78
1139,1139,Credit Card,Paid,85141.59
1140,1140,Net Banking,Paid,37067.53
1141,1141,Cash,Paid,2900.7
1142,1142,Net Banking,Paid,42492.3
1143,1143,Cash,Paid,5723.49
1144,1144,Credit Card,Paid,61313.95
1145,1145,Net Banking,Paid,54094.37
1146,1146,Cash,Paid,83042.91
1147,1147,Net Banking,Paid,10147.93
1148,1148,Cash,Paid,23043.76
1149,1149,UPI,Paid,47026.28
1150,1150,Credit Card,Paid,63079.48
1151,1151,Net Banking,Paid,44991.18
1152,1152,Cash,Paid,1105.65
1153,1153,Cash,Refunded,70131.58
1154,1154,Net Banking,Refunded,6232.59
1155,1155,UPI,Paid,76098.5
1156,1156,Net Banking,Paid,73734.69
1157,1157,Credit Card,Paid,3512.39
1158,1158,Debit Card,Paid,68593.26
1159,1159,Cash,Paid,39890.66
1160,1160,Credit Card,Paid,87217.98
1161,1161,Debit Card,Paid,23111.18
1162,1162,Debit Card,Paid,41780.88
1163,1163,UPI,Paid,59496.09
1164,1164,Cash,Paid,78157.51
1165,1165,UPI,Paid,11897.87
1166,1166,Net Banking,Paid,55406.22
1167,1167,Credit Card,Paid,50001.07
1168,1168,Debit Card,Paid,71329.9
1169,1169,Net Banking,Paid,22339.69
1170,1170,Cash,Paid,44472.58
1171,1171,Debit Card,Paid,45381.05
1172,1172,Cash,Paid,89448.1
1173,1173,Debit Card,Paid,50708.55
1174,1174,UPI,Paid,89687.44
1175,1175,UPI,Paid,18231.3
1176,1176,Net Banking,Paid,41666.74
1177,1177,Debit Card,Paid,755.57
1178,1178,UPI,Paid,14160
1179,1179,Credit Card,Paid,11440.55
1180,1180,Credit Card,Paid,75056.43
1181,1181,Cash,Paid,54752.54
1182,1182,UPI,Paid,36377.83
1183,1183,Credit Card,Paid,86357.71
1184,1184,Net Banking,Paid,81949.83
1185,1185,Credit Card,Paid,31930.39
1186,1186,Cash,Paid,2932.84
1187,1187,UPI,Paid,10825.35
1188,1188,Credit Card,Paid,72446.66
1189,1189,Credit Card,Refunded,83217.91
1190,1190,Debit Card,Paid,78014.45
1191,1191,Debit Card,Paid,19585.66
1192,1192,Credit Card,Paid,692.81
1193,1193,Credit Card,Paid,7331.23
1194,1194,Net Banking,Paid,63070.56
1195,1195,UPI,Paid,84015.25
1196,1196,UPI,Paid,27295.79
1197,1197,UPI,Paid,51125.41
1198,1198,Cash,Paid,81886.05
1199,1199,Cash,Paid,26123.28
1200,1200,Net Banking,Paid,32494.73
1201,1201,Cash,Paid,54120.27
1202,1202,Credit Card,Paid,73077.97
1203,1203,Debit Card,Paid,24599.3
1204,1204,Debit Card,Paid,21532.18
1205,1205,Net Banking,Paid,77264.51
1206,1206,Cash,Paid,13336.97
1207,1207,Debit Card,Paid,78369.48
1208,1208,UPI,Paid,76720.08
1209,1209,Debit Card,Paid,45548.56
1210,1210,Net Banking,Paid,33052.13
1211,1211,UPI,Paid,69728.27
1212,1212,UPI,Paid,30487.95
1213,1213,UPI,Paid,22157.95
1214,1214,Cash,Paid,51894.32
1215,1215,Cash,Paid,29752.53
1216,1216,Debit Card,Paid,40977.39
1217,1217,Debit Card,Paid,1635.9
1218,1218,UPI,Paid,46271.14
1219,1219,UPI,Paid,79664.34
1220,1220,Debit Card,Paid,46084.77
1221,1221,UPI,Paid,26143.18
1222,1222,Net Banking,Paid,21588.24
1223,1223,Debit Card,Paid,83970.05
1224,1224,Credit Card,Paid,31396.28
1225,1225,Cash,Paid,33333.58
1226,1226,Credit Card,Refunded,7278.93
1227,1227,Debit Card,Paid,59865.03
1228,1228,Net Banking,Paid,27212.25
1229,1229,Debit Card,Paid,56594.41
1230,1230,Debit Card,Paid,33677.72
1231,1231,Credit Card,Paid,25763.3
1232,1232,Debit Card,Paid,19749.21
1233,1233,Credit Card,Paid,66378.47
1234,1234,UPI,Paid,43582.72
1235,1235,Debit Card,Refunded,1827.31
1236,1236,Cash,Paid,78712.68
1237,1237,Debit Card,Paid,88499.57
1238,1238,Net Banking,Paid,51356.4
1239,1239,UPI,Paid,80706.02
1240,1240,Cash,Paid,39443.01
1241,1241,Net Banking,Paid,30880.45
1242,1242,Cash,Paid,10831.93
1243,1243,Credit Card,Paid,20123.42
1244,1244,Debit Card,Paid,69954.13
1245,1245,Net Banking,Paid,56278.65
1246,1246,Credit Card,Paid,27310.99
1247,1247,Net Banking,Paid,44326.47
1248,1248,Debit Card,Paid,32632.08
1249,1249,Credit Card,Paid,73588.12
1250,1250,UPI,Paid,25084.56
1251,1251,Debit Card,Paid,5312.63
1252,1252,Debit Card,Paid,30474.18
1253,1253,Debit Card,Paid,31981.34
1254,1254,Net Banking,Paid,79929.4
1255,1255,Net Banking,Paid,72187.38
1256,1256,Credit Card,Paid,89291.61
1257,1257,Net Banking,Paid,18557.3
1258,1258,Net Banking,Paid,63032.19
1259,1259,Cash,Refunded,37504.08
1260,1260,Cash,Refunded,32244.09
1261,1261,UPI,Paid,8521.71
1262,1262,UPI,Refunded,26645.17
1263,1263,Net Banking,Paid,33538.94
1264,1264,UPI,Paid,50456.24
1265,1265,Cash,Paid,56429.53
1266,1266,Net Banking,Paid,21066.77
1267,1267,Cash,Paid,79878.87
1268,1268,UPI,Paid,61443.96
1269,1269,Cash,Paid,60240.2
1270,1270,Cash,Paid,51945.11
1271,1271,UPI,Paid,88504.17
1272,1272,Debit Card,Refunded,88162.83
1273,1273,Cash,Paid,71167.96
1274,1274,Credit Card,Paid,7321.62
1275,1275,Debit Card,Paid,15837.08
1276,1276,Credit Card,Paid,4649.34
1277,1277,Credit Card,Paid,61831.73
1278,1278,Net Banking,Paid,84656.66
1279,1279,UPI,Paid,52992.97
1280,1280,Cash,Paid,60012.34
1281,1281,Credit Card,Paid,50578.31
1282,1282,UPI,Paid,84944.24
1283,1283,Cash,Paid,50495.91
1284,1284,Net Banking,Paid,26954.73
1285,1285,Net Banking,Paid,46920.06
1286,1286,Credit Card,Paid,69631.36
1287,1287,Credit Card,Paid,67371.49
1288,1288,Debit Card,Paid,66601.6
1289,1289,Debit Card,Paid,46271.57
1290,1290,Net Banking,Paid,17015.41
1291,1291,Net Banking,Paid,26501.55
1292,1292,Debit Card,Paid,27833.78
1293,1293,Credit Card,Paid,41840.07
1294,1294,Net Banking,Paid,68617.8
1295,1295,Debit Card,Paid,36759.92
1296,1296,Cash,Paid,46790
1297,1297,Debit Card,Paid,42851.12
1298,1298,Debit Card,Paid,24754.57
1299,1299,UPI,Paid,35118.88
1300,1300,Net Banking,Paid,27744.2
1301,1301,Cash,Paid,73445.64
1302,1302,UPI,Paid,55609.42
1303,1303,Net Banking,Paid,72990.52
1304,1304,Credit Card,Paid,36482.77
1305,1305,Credit Card,Refunded,55469.99
1306,1306,Cash,Paid,56506.49
1307,1307,Cash,Paid,68382.69
1308,1308,Cash,Paid,72526.79
1309,1309,Cash,Paid,35157.51
1310,1310,Cash,Paid,6029.72
1311,1311,Credit Card,Paid,16630.94
1312,1312,Credit Card,Paid,22096.49
1313,1313,Credit Card,Paid,24186.18
1314,1314,Net Banking,Refunded,16960.77
1315,1315,Cash,Paid,18938.65
1316,1316,Net Banking,Refunded,69686.35
1317,1317,Cash,Refunded,60891.45
1318,1318,Cash,Paid,37406.53
1319,1319,Credit Card,Paid,86740.41
1320,1320,Debit Card,Paid,4915.76
1321,1321,Debit Card,Paid,29708.86
1322,1322,Net Banking,Paid,60917.42
1323,1323,Debit Card,Paid,58759.83
1324,1324,Net Banking,Paid,74363.02
1325,1325,Debit Card,Refunded,50677.53
1326,1326,Credit Card,Paid,30557.98
1327,1327,Net Banking,Paid,82515.79
1328,1328,Debit Card,Paid,58753.77
1329,1329,Net Banking,Paid,84675.33
1330,1330,UPI,Paid,82419.31
1331,1331,Net Banking,Paid,33277.76
1332,1332,Debit Card,Paid,32155.31
1333,1333,Credit Card,Refunded,16228.17
1334,1334,Net Banking,Paid,8173.88
1335,1335,UPI,Paid,40043.99
1336,1336,Credit Card,Paid,77931.66
1337,1337,UPI,Paid,29524
1338,1338,UPI,Paid,51576.93
1339,1339,UPI,Paid,72460.65
1340,1340,Cash,Paid,21418.29
1341,1341,Debit Card,Paid,28959.55
1342,1342,Credit Card,Paid,89003.52
1343,1343,Net Banking,Paid,63948.65
1344,1344,Credit Card,Paid,80944.14
1345,1345,Cash,Paid,16999.16
1346,1346,Debit Card,Refunded,62357.98
1347,1347,UPI,Paid,11858.45
1348,1348,Cash,Refunded,440.28
1349,1349,Net Banking,Refunded,55519.56
1350,1350,Credit Card,Paid,4176.63
1351,1351,Debit Card,Paid,54401.56
1352,1352,Debit Card,Paid,41483.79
1353,1353,Debit Card,Paid,52359.98
1354,1354,Credit Card,Refunded,55746.67
1355,1355,Debit Card,Paid,42735.41
1356,1356,UPI,Paid,55592.99
1357,1357,Cash,Paid,72219.06
1358,1358,UPI,Refunded,74000.31
1359,1359,Debit Card,Paid,56587.75
1360,1360,UPI,Refunded,11378.19
1361,1361,Credit Card,Paid,1272.3
1362,1362,Net Banking,Paid,10053.53
1363,1363,Credit Card,Paid,26088.81
1364,1364,Net Banking,Paid,74132.62
1365,1365,UPI,Paid,21756.85
1366,1366,Credit Card,Paid,25722.64
1367,1367,UPI,Paid,40079.23
1368,1368,Debit Card,Paid,16411.49
1369,1369,Credit Card,Refunded,36013.47
1370,1370,Net Banking,Paid,18351.79
1371,1371,UPI,Paid,87131.56
1372,1372,Net Banking,Paid,37841.24
1373,1373,Net Banking,Paid,29529.93
1374,1374,UPI,Paid,41284.18
1375,1375,Net Banking,Paid,60798.36
1376,1376,Debit Card,Paid,67340.86
1377,1377,Debit Card,Refunded,10412.3
1378,1378,Net Banking,Paid,81336.81
1379,1379,Cash,Refunded,49622.36
1380,1380,UPI,Paid,545.81
1381,1381,UPI,Paid,69602.35
1382,1382,Net Banking,Paid,62894.84
1383,1383,Credit Card,Paid,40991.51
1384,1384,Debit Card,Paid,72974.31
1385,1385,Credit Card,Paid,72009.6
1386,1386,UPI,Paid,68493.59
1387,1387,Cash,Paid,56779.05
1388,1388,Debit Card,Paid,25584.29
1389,1389,Net Banking,Paid,87158.1
1390,1390,Net Banking,Paid,29976.98
1391,1391,UPI,Paid,52476.85
1392,1392,Credit Card,Paid,63651.86
1393,1393,Debit Card,Paid,24645.44
1394,1394,Debit Card,Paid,37280.16
1395,1395,UPI,Paid,56638.78
1396,1396,UPI,Paid,51746.27
1397,1397,UPI,Paid,27621.47
1398,1398,Cash,Paid,29272.55
1399,1399,UPI,Paid,3240.11
1400,1400,Net Banking,Paid,54729.22
1401,1401,Credit Card,Paid,69789.64
1402,1402,Credit Card,Paid,88252.75
1403,1403,Debit Card,Paid,884.23
1404,1404,UPI,Paid,63081.27
1405,1405,Debit Card,Paid,559.96
1406,1406,Debit Card,Paid,11020.76
1407,1407,UPI,Paid,21225.87
1408,1408,Net Banking,Paid,57688.94
1409,1409,Debit Card,Paid,1261.94
1410,1410,Credit Card,Paid,39843
1411,1411,Cash,Paid,30888.51
1412,1412,Credit Card,Paid,15514.64
1413,1413,Cash,Paid,77675.97
1414,1414,Cash,Paid,67113.05
1415,1415,Net Banking,Paid,33857.85
1416,1416,UPI,Paid,34259.63
1417,1417,Credit Card,Paid,32108.16
1418,1418,Credit Card,Paid,87118.15
1419,1419,UPI,Paid,3038.24
1420,1420,Cash,Paid,61801.12
1421,1421,Cash,Paid,7831.41
1422,1422,UPI,Paid,17271.64
1423,1423,Net Banking,Paid,44084.91
1424,1424,Cash,Paid,26090.76
1425,1425,Debit Card,Paid,54313.59
1426,1426,Debit Card,Paid,4171.49
1427,1427,Credit Card,Paid,83548.45
1428,1428,Credit Card,Paid,88126.78
1429,1429,UPI,Paid,83846.2
1430,1430,Net Banking,Paid,59856.03
1431,1431,Debit Card,Refunded,77890.89
1432,1432,Net Banking,Paid,35458.6
1433,1433,Net Banking,Paid,48557.22
1434,1434,Credit Card,Paid,13504.28
1435,1435,Credit Card,Paid,40679.96
1436,1436,Net Banking,Paid,37137.09
1437,1437,UPI,Paid,70950.94
1438,1438,UPI,Paid,11178.91
1439,1439,Cash,Refunded,66633.49
1440,1440,Net Banking,Paid,79787.76
1441,1441,UPI,Paid,75507.82
1442,1442,UPI,Paid,53184.18
1443,1443,Net Banking,Refunded,73367.98
1444,1444,Credit Card,Paid,4691.59
1445,1445,Credit Card,Paid,45113.59
1446,1446,Cash,Paid,47606.14
1447,1447,Net Banking,Paid,41726.35
1448,1448,Cash,Paid,70705.06
1449,1449,Cash,Paid,41933.89
1450,1450,UPI,Paid,11910.96
1451,1451,Cash,Paid,50816.18
1452,1452,UPI,Paid,81815.81
1453,1453,Debit Card,Paid,86783.4
1454,1454,Cash,Paid,86569.43
1455,1455,Credit Card,Paid,61820.45
1456,1456,UPI,Paid,13691.89
1457,1457,Credit Card,Paid,87392.81
1458,1458,Cash,Paid,77036.81
1459,1459,Debit Card,Paid,84057.45
1460,1460,Cash,Paid,65835.45
1461,1461,Net Banking,Refunded,15971.31
1462,1462,Debit Card,Paid,32316.12
1463,1463,Net Banking,Paid,79171.48
1464,1464,Cash,Paid,57614.91
1465,1465,UPI,Paid,11122.1
1466,1466,Cash,Paid,44258.77
1467,1467,Net Banking,Paid,40599.93
1468,1468,Cash,Paid,40766.08
1469,1469,Debit Card,Paid,83587.15
1470,1470,Cash,Paid,59018.1
1471,1471,Cash,Paid,21397.13
1472,1472,Credit Card,Paid,53245.84
1473,1473,UPI,Paid,31754.91
1474,1474,Net Banking,Refunded,55163.57
1475,1475,Cash,Paid,80317.67
